id_transaccion,id_cliente,id_producto,fecha_venta,unidades,importe,descuento,almacen,promocion
7017058,107220,2313,17/05/2024,1,1.26,0.0,2,primavera_2024
7017059,110870,2311,11/04/2024,1,15.11,10.0,3,primavera_2024
7017060,108784,2326,07/04/2024,2,22.86,5.0,2,primavera_2024
7017061,100684,2114,11/04/2024,1,6.47,0.0,1,primavera_2024
7017062,109504,2027,18/03/2024,3,9.77,0.0,5,primavera_2024
7017063,101105,2224,10/05/2024,4,22.13,15.0,4,primavera_2024
7017064,106863,2224,02/05/2024,1,22.13,0.0,1,primavera_2024
7017065,114394,3139,12/04/2024,1,22.88,10.0,4,primavera_2024
7017066,111046,2169,28/03/2024,2,12.7,0.0,5,primavera_2024
7017067,103923,2076,10/05/2024,1,9.51,0.0,1,primavera_2024
7017068,109173,2070,10/05/2024,4,5.16,0.0,2,primavera_2024
7017069,101522,2089,23/05/2024,1,2.98,0.0,2,primavera_2024
7017070,114979,2051,12/05/2024,1,4.12,5.0,2,primavera_2024
7017071,103222,2007,22/05/2024,4,2.51,0.0,3,primavera_2024
7017072,100800,2036,21/04/2024,3,14.73,0.0,2,primavera_2024
7017073,100415,2408,14/04/2024,2,16.37,0.0,1,primavera_2024
7017074,101513,2326,06/04/2024,2,22.86,5.0,1,primavera_2024
7017075,113795,2137,28/04/2024,3,11.88,10.0,4,primavera_2024
7017076,108011,2251,23/05/2024,2,9.42,10.0,1,primavera_2024
7017077,113739,2109,01/05/2024,1,10.44,0.0,5,primavera_2024
7017078,105966,2364,03/05/2024,1,22.89,10.0,4,primavera_2024
7017079,109949,2099,12/04/2024,3,22.08,0.0,4,primavera_2024
7017080,112602,2246,16/04/2024,1,8.07,0.0,2,primavera_2024
7017081,100510,2167,15/04/2024,1,3.46,0.0,4,primavera_2024
7017082,110967,2187,26/04/2024,5,14.36,5.0,2,primavera_2024
7017083,104014,2054,15/05/2024,2,9.46,0.0,1,primavera_2024
7017084,104461,3666,06/04/2024,2,5.58,15.0,2,primavera_2024
7017085,105133,2183,26/04/2024,2,6.18,0.0,2,primavera_2024
7017086,108657,2166,29/04/2024,1,15.81,0.0,1,primavera_2024
7017087,101864,2154,15/05/2024,1,4.33,5.0,1,primavera_2024
7017088,102276,2169,29/03/2024,1,12.7,15.0,1,primavera_2024
7017089,102230,2125,04/05/2024,1,21.08,10.0,3,primavera_2024
7017090,104914,2178,16/04/2024,2,16.41,5.0,1,primavera_2024
7017091,115044,2232,07/05/2024,1,20.87,20.0,1,primavera_2024
7017092,103800,2190,04/05/2024,3,22.62,15.0,3,primavera_2024
7017093,111164,2003,22/03/2024,1,11.34,5.0,5,primavera_2024
7017094,110979,2206,19/04/2024,4,3.72,0.0,4,primavera_2024
7017095,109040,2078,12/04/2024,1,14.98,15.0,4,primavera_2024
7017096,101680,3481,06/05/2024,4,22.49,0.0,1,primavera_2024
7017097,114433,3546,19/04/2024,1,3.3,15.0,1,primavera_2024
7017098,102000,2103,07/05/2024,2,17.14,0.0,5,primavera_2024
7017099,106528,3790,19/05/2024,2,6.08,0.0,2,primavera_2024
7017100,111102,2264,18/04/2024,1,13.32,0.0,1,primavera_2024
7017101,107566,2330,07/04/2024,1,16.37,10.0,4,primavera_2024
7017102,111367,2223,24/04/2024,2,8.84,5.0,3,primavera_2024
7017103,108289,2131,20/04/2024,1,19.28,0.0,3,primavera_2024
7017104,107064,2197,11/05/2024,1,16.06,5.0,2,primavera_2024
7017105,112717,2274,25/04/2024,4,15.25,0.0,2,primavera_2024
7017106,107455,2260,09/05/2024,2,22.68,0.0,1,primavera_2024
7017107,109092,2236,28/04/2024,1,11.86,5.0,3,primavera_2024
7017108,106909,2333,08/04/2024,2,9.89,0.0,1,primavera_2024
7017109,105857,2174,15/05/2024,1,24.52,15.0,3,primavera_2024
7017110,111403,2019,26/05/2024,1,6.77,0.0,1,primavera_2024
7017111,108659,2155,05/04/2024,2,17.81,10.0,1,primavera_2024
7017112,103039,2986,21/04/2024,5,18.26,0.0,2,primavera_2024
7017113,113044,2156,22/04/2024,1,10.91,5.0,5,primavera_2024
7017114,102547,2103,01/05/2024,2,17.14,5.0,2,primavera_2024
7017115,107762,2215,08/04/2024,1,2.77,5.0,1,primavera_2024
7017116,115031,2010,31/03/2024,1,1.66,0.0,2,primavera_2024
7017117,102405,2672,16/04/2024,1,19.59,5.0,1,primavera_2024
7017118,103815,2086,26/03/2024,1,8.74,0.0,1,primavera_2024
7017119,103458,3206,30/04/2024,1,12.74,5.0,1,primavera_2024
7017120,110365,2340,16/05/2024,1,4.52,0.0,3,primavera_2024
7017121,108499,2189,25/04/2024,1,15.7,0.0,3,primavera_2024
7017122,100460,2003,28/04/2024,4,11.34,0.0,1,primavera_2024
7017123,107586,2967,29/03/2024,1,10.71,5.0,1,primavera_2024
7017124,109962,2817,16/04/2024,1,16.31,5.0,2,primavera_2024
7017125,105300,2041,08/04/2024,2,7.91,0.0,2,primavera_2024
7017126,107821,3647,16/04/2024,1,9.01,0.0,1,primavera_2024
7017127,111897,2314,17/05/2024,2,10.61,0.0,1,primavera_2024
7017128,101710,2358,03/05/2024,3,10.01,10.0,1,primavera_2024
7017129,115036,2335,29/04/2024,3,10.42,20.0,4,primavera_2024
7017130,110900,2231,06/04/2024,5,17.87,5.0,1,primavera_2024
7017131,101893,2678,30/04/2024,1,22.45,5.0,1,primavera_2024
7017132,114197,2141,02/05/2024,1,18.13,0.0,3,primavera_2024
7017133,103176,2133,24/04/2024,1,2.35,10.0,1,primavera_2024
7017134,110625,2384,06/04/2024,1,5.04,10.0,4,primavera_2024
7017135,113683,2056,20/04/2024,3,10.74,5.0,3,primavera_2024
7017136,101456,2001,25/03/2024,1,8.98,5.0,1,primavera_2024
7017137,109264,2283,26/04/2024,2,16.85,15.0,3,primavera_2024
7017138,114261,2226,13/04/2024,4,3.21,0.0,2,primavera_2024
7017139,108458,2141,04/05/2024,1,18.13,0.0,2,primavera_2024
7017140,107753,2311,27/04/2024,1,15.11,0.0,4,primavera_2024
7017141,103998,2076,04/05/2024,2,9.51,10.0,2,primavera_2024
7017142,105202,2171,23/03/2024,1,7.26,5.0,4,primavera_2024
7017143,102673,2219,28/04/2024,1,20.27,0.0,2,primavera_2024
7017144,108119,2015,09/04/2024,2,10.37,5.0,2,primavera_2024
7017145,113133,2085,09/04/2024,2,5.25,10.0,4,primavera_2024
7017146,111987,3253,13/04/2024,1,20.57,5.0,1,primavera_2024
7017147,104938,2040,07/05/2024,1,12.38,10.0,2,primavera_2024
7017148,101267,2084,18/05/2024,3,4.98,0.0,1,primavera_2024
7017149,103520,2076,23/04/2024,2,9.51,10.0,2,primavera_2024
7017150,104554,2265,08/04/2024,1,10.06,15.0,1,primavera_2024
7017151,109870,2058,05/04/2024,1,15.75,0.0,2,primavera_2024
7017152,102450,2125,08/04/2024,1,21.08,5.0,3,primavera_2024
7017153,103384,2060,07/04/2024,1,3.54,0.0,2,primavera_2024
7017154,102326,2114,29/03/2024,2,6.47,0.0,1,primavera_2024
7017155,107408,2252,01/04/2024,2,8.07,5.0,4,primavera_2024
7017156,114569,2698,24/03/2024,2,24.48,5.0,1,primavera_2024
7017157,110752,2361,05/04/2024,2,24.06,0.0,1,primavera_2024
7017158,103554,2193,19/04/2024,1,20.19,0.0,1,primavera_2024
7017159,109994,2291,22/04/2024,2,6.63,0.0,1,primavera_2024
7017160,103210,2057,20/03/2024,4,13.89,5.0,4,primavera_2024
7017161,109711,2129,12/05/2024,3,19.63,0.0,1,primavera_2024
7017162,101044,2232,12/05/2024,4,20.87,5.0,2,primavera_2024
7017163,113139,3374,17/03/2024,5,21.38,0.0,2,primavera_2024
7017164,108694,2169,06/05/2024,2,12.7,0.0,4,primavera_2024
7017165,111085,2197,06/04/2024,2,16.06,0.0,2,primavera_2024
7017166,104684,2334,16/05/2024,1,6.9,5.0,2,primavera_2024
7017167,108447,2043,02/05/2024,1,15.44,10.0,3,primavera_2024
7017168,100741,2085,20/04/2024,1,5.25,15.0,4,primavera_2024
7017169,101030,2333,17/04/2024,1,9.89,0.0,1,primavera_2024
7017170,101957,2335,27/04/2024,2,10.42,15.0,5,primavera_2024
7017171,111339,2029,09/05/2024,3,11.07,0.0,2,primavera_2024
7017172,100217,2089,18/04/2024,1,2.98,5.0,5,primavera_2024
7017173,106470,2203,12/04/2024,1,1.73,5.0,1,primavera_2024
7017174,107315,2202,20/03/2024,1,1.97,0.0,1,primavera_2024
7017175,105413,2333,01/04/2024,2,9.89,0.0,4,primavera_2024
7017176,108237,3066,06/05/2024,1,1.48,0.0,2,primavera_2024
7017177,114495,2231,19/05/2024,1,17.87,0.0,1,primavera_2024
7017178,114563,2208,15/04/2024,2,13.06,0.0,5,primavera_2024
7017179,106126,2215,03/05/2024,3,2.77,15.0,1,primavera_2024
7017180,101831,2024,23/04/2024,3,6.74,10.0,1,primavera_2024
7017181,104511,2823,18/04/2024,2,4.78,10.0,4,primavera_2024
7017182,107522,3703,11/04/2024,3,14.22,0.0,2,primavera_2024
7017183,105587,2490,06/04/2024,1,7.02,0.0,2,primavera_2024
7017184,103097,2696,11/04/2024,1,6.85,0.0,2,primavera_2024
7017185,106561,3316,09/05/2024,3,24.43,10.0,2,primavera_2024
7017186,114772,2123,01/04/2024,1,21.4,5.0,1,primavera_2024
7017187,113149,2334,25/03/2024,1,6.9,0.0,3,primavera_2024
7017188,114206,2355,22/05/2024,4,14.11,0.0,2,primavera_2024
7017189,112784,2335,05/04/2024,1,10.42,0.0,1,primavera_2024
7017190,108977,2450,16/04/2024,1,0.9,5.0,5,primavera_2024
7017191,114403,2309,06/04/2024,4,15.04,5.0,5,primavera_2024
7017192,105606,2212,18/04/2024,4,21.38,0.0,3,primavera_2024
7017193,101474,2107,10/05/2024,1,12.91,5.0,2,primavera_2024
7017194,105453,2362,17/04/2024,1,10.21,0.0,2,primavera_2024
7017195,114707,2286,29/03/2024,2,11.94,0.0,2,primavera_2024
7017196,114032,2145,15/04/2024,1,18.59,5.0,1,primavera_2024
7017197,106041,2140,02/04/2024,1,22.06,15.0,2,primavera_2024
7017198,113120,2358,10/04/2024,2,10.01,20.0,2,primavera_2024
7017199,106614,2267,09/05/2024,2,3.76,0.0,3,primavera_2024
7017200,100612,2040,21/04/2024,1,12.38,5.0,2,primavera_2024
7017201,102468,2589,26/03/2024,1,20.69,5.0,3,primavera_2024
7017202,112550,2233,15/04/2024,1,13.33,10.0,3,primavera_2024
7017203,103313,2141,18/04/2024,2,18.13,5.0,1,primavera_2024
7017204,115216,2028,04/04/2024,2,15.93,10.0,2,primavera_2024
7017205,109032,2012,12/04/2024,2,6.44,5.0,2,primavera_2024
7017206,112899,2094,08/04/2024,1,3.08,0.0,1,primavera_2024
7017207,108415,2285,07/05/2024,2,24.63,0.0,1,primavera_2024
7017208,110051,3147,29/03/2024,2,24.49,0.0,3,primavera_2024
7017209,108729,2027,09/04/2024,1,9.77,5.0,5,primavera_2024
7017210,111209,2091,30/04/2024,1,8.37,5.0,2,primavera_2024
7017211,109932,2187,17/05/2024,1,14.36,0.0,5,primavera_2024
7017212,114662,2002,04/05/2024,3,4.87,5.0,1,primavera_2024
7017213,109294,3058,17/04/2024,3,4.26,5.0,1,primavera_2024
7017214,101946,2246,22/05/2024,1,8.07,10.0,1,primavera_2024
7017215,112816,2030,05/05/2024,2,12.43,10.0,1,primavera_2024
7017216,101191,2267,18/04/2024,1,3.76,5.0,3,primavera_2024
7017217,103252,2130,16/05/2024,2,15.71,0.0,3,primavera_2024
7017218,110787,3132,29/03/2024,1,10.33,5.0,1,primavera_2024
7017219,112753,2209,21/04/2024,2,16.25,0.0,3,primavera_2024
7017220,104844,2048,18/04/2024,1,1.58,0.0,5,primavera_2024
7017221,109398,2135,25/04/2024,4,0.8,0.0,2,primavera_2024
7017222,103160,2294,18/05/2024,1,16.44,0.0,4,primavera_2024
7017223,109362,2160,13/05/2024,4,24.06,0.0,3,primavera_2024
7017224,108141,2342,06/04/2024,3,14.18,5.0,1,primavera_2024
7017225,113216,2047,03/04/2024,1,8.56,10.0,1,primavera_2024
7017226,114636,2068,12/04/2024,1,4.98,5.0,1,primavera_2024
7017227,109578,2292,14/05/2024,1,12.8,10.0,1,primavera_2024
7017228,112703,2681,17/05/2024,3,9.15,0.0,1,primavera_2024
7017229,105703,3549,11/05/2024,2,21.54,0.0,2,primavera_2024
7017230,105239,2158,18/04/2024,2,11.97,0.0,4,primavera_2024
7017231,112990,2018,24/03/2024,2,4.12,0.0,2,primavera_2024
7017232,114078,2112,25/04/2024,2,5.99,0.0,4,primavera_2024
7017233,108612,2833,30/03/2024,1,17.75,10.0,2,primavera_2024
7017234,115081,2075,13/05/2024,2,2.44,0.0,2,primavera_2024
7017235,106471,3438,09/04/2024,2,11.63,0.0,2,primavera_2024
7017236,101734,2077,04/05/2024,4,10.71,0.0,2,primavera_2024
7017237,111022,2132,09/04/2024,4,14.67,10.0,1,primavera_2024
7017238,107498,2335,08/05/2024,1,10.42,0.0,2,primavera_2024
7017239,110937,2215,12/04/2024,2,2.77,0.0,2,primavera_2024
7017240,108838,2336,01/04/2024,1,16.14,0.0,2,primavera_2024
7017241,113717,3024,01/04/2024,3,17.41,0.0,2,primavera_2024
7017242,114114,2009,25/04/2024,4,14.23,0.0,4,primavera_2024
7017243,103183,2045,18/05/2024,2,5.39,0.0,1,primavera_2024
7017244,113721,2182,10/05/2024,1,4.65,0.0,2,primavera_2024
7017245,101147,2201,17/05/2024,1,5.81,15.0,1,primavera_2024
7017246,114917,2304,29/05/2024,2,10.3,10.0,1,primavera_2024
7017247,114725,2344,04/05/2024,4,23.39,0.0,4,primavera_2024
7017248,101302,2056,23/03/2024,3,10.74,5.0,1,primavera_2024
7017249,105489,2365,28/04/2024,3,0.89,15.0,2,primavera_2024
7017250,112777,2134,27/03/2024,2,20.0,0.0,4,primavera_2024
7017251,106500,2848,27/04/2024,1,24.75,10.0,1,primavera_2024
7017252,105431,2344,26/03/2024,2,23.39,0.0,4,primavera_2024
7017253,106149,2177,09/04/2024,2,0.87,5.0,1,primavera_2024
7017254,108230,2250,28/04/2024,2,20.86,0.0,1,primavera_2024
7017255,102990,2125,26/04/2024,1,21.08,10.0,2,primavera_2024
7017256,103740,2055,16/04/2024,1,13.03,0.0,5,primavera_2024
7017257,100081,2083,23/04/2024,4,14.16,15.0,5,primavera_2024
7017258,110821,2360,02/04/2024,1,12.24,15.0,1,primavera_2024
7017259,100717,2293,03/05/2024,1,21.13,15.0,2,primavera_2024
7017260,109182,3114,12/04/2024,2,13.22,0.0,5,primavera_2024
7017261,106272,2031,01/05/2024,4,7.29,0.0,2,primavera_2024
7017262,100744,2977,13/05/2024,5,23.13,0.0,2,primavera_2024
7017263,103279,3480,01/04/2024,3,20.48,15.0,4,primavera_2024
7017264,109541,2026,21/05/2024,1,2.94,10.0,2,primavera_2024
7017265,109048,2324,17/04/2024,2,10.46,0.0,2,primavera_2024
7017266,104639,2056,01/04/2024,1,10.74,20.0,2,primavera_2024
7017267,107731,2165,05/04/2024,4,16.6,5.0,1,primavera_2024
7017268,115171,2224,01/05/2024,3,22.13,0.0,4,primavera_2024
7017269,108100,2057,12/04/2024,1,13.89,0.0,1,primavera_2024
7017270,110736,2298,08/05/2024,1,13.11,20.0,5,primavera_2024
7017271,113490,2059,05/04/2024,2,5.82,5.0,2,primavera_2024
7017272,109861,2003,20/04/2024,3,11.34,0.0,1,primavera_2024
7017273,111916,2369,01/04/2024,1,21.05,5.0,2,primavera_2024
7017274,104667,3183,21/04/2024,2,11.28,15.0,3,primavera_2024
7017275,108633,2111,24/04/2024,3,7.44,0.0,1,primavera_2024
7017276,106095,2320,02/05/2024,3,23.88,0.0,3,primavera_2024
7017277,104653,2276,21/04/2024,3,18.3,10.0,2,primavera_2024
7017278,103428,3286,05/04/2024,1,16.79,0.0,1,primavera_2024
7017279,101072,2006,01/05/2024,3,4.66,0.0,4,primavera_2024
7017280,105491,2185,08/05/2024,1,11.68,10.0,1,primavera_2024
7017281,101880,2147,07/04/2024,1,24.36,15.0,4,primavera_2024
7017282,108847,2205,11/05/2024,3,21.52,0.0,3,primavera_2024
7017283,111319,2268,10/04/2024,3,15.97,0.0,2,primavera_2024
7017284,109300,2660,11/04/2024,1,6.81,0.0,1,primavera_2024
7017285,108516,2367,15/05/2024,1,24.17,0.0,3,primavera_2024
7017286,106667,2350,30/03/2024,1,15.56,0.0,1,primavera_2024
7017287,114408,2338,19/04/2024,2,19.16,0.0,2,primavera_2024
7017288,111879,2343,26/04/2024,1,18.76,5.0,4,primavera_2024
7017289,100437,2275,20/04/2024,1,8.0,0.0,1,primavera_2024
7017290,100382,2091,11/04/2024,1,8.37,15.0,1,primavera_2024
7017291,100009,2271,05/05/2024,1,21.61,0.0,1,primavera_2024
7017292,112335,2003,12/04/2024,1,11.34,0.0,3,primavera_2024
7017293,113683,2027,13/04/2024,1,9.77,5.0,3,primavera_2024
7017294,110120,2005,26/04/2024,2,2.08,15.0,2,primavera_2024
7017295,105635,2247,14/04/2024,2,12.95,0.0,2,primavera_2024
7017296,114632,2219,29/04/2024,4,20.27,0.0,1,primavera_2024
7017297,109505,2309,02/05/2024,2,15.04,0.0,2,primavera_2024
7017298,110032,2041,18/04/2024,1,7.91,0.0,2,primavera_2024
7017299,108502,2138,01/05/2024,5,7.32,0.0,4,primavera_2024
7017300,110867,2402,23/03/2024,1,16.6,15.0,4,primavera_2024
7017301,112413,2328,28/04/2024,1,23.24,0.0,5,primavera_2024
7017302,101903,2126,09/05/2024,1,2.55,5.0,1,primavera_2024
7017303,107882,2238,27/03/2024,1,20.0,0.0,1,primavera_2024
7017304,110233,2012,18/04/2024,1,6.44,0.0,1,primavera_2024
7017305,108440,2107,23/04/2024,1,12.91,0.0,3,primavera_2024
7017306,107709,2242,15/04/2024,4,24.56,0.0,1,primavera_2024
7017307,102875,2135,24/04/2024,2,0.8,0.0,1,primavera_2024
7017308,105103,2250,06/05/2024,2,20.86,0.0,4,primavera_2024
7017309,105728,2135,24/04/2024,4,0.8,5.0,5,primavera_2024
7017310,101781,2102,20/04/2024,4,16.66,0.0,2,primavera_2024
7017311,108623,2262,01/05/2024,1,3.21,5.0,1,primavera_2024
7017312,113362,2345,29/03/2024,2,19.25,5.0,2,primavera_2024
7017313,106629,2239,09/04/2024,2,1.88,0.0,5,primavera_2024
7017314,112269,2377,13/04/2024,5,22.41,0.0,3,primavera_2024
7017315,107358,2094,19/05/2024,1,3.08,0.0,1,primavera_2024
7017316,103884,2101,19/04/2024,3,20.5,5.0,2,primavera_2024
7017317,109287,2311,20/04/2024,5,15.11,5.0,4,primavera_2024
7017318,103078,2086,18/05/2024,2,8.74,10.0,1,primavera_2024
7017319,104148,2046,22/03/2024,2,10.6,0.0,1,primavera_2024
7017320,102554,2272,14/05/2024,1,18.7,0.0,3,primavera_2024
7017321,110902,2126,11/04/2024,3,2.55,0.0,1,primavera_2024
7017322,108341,2201,03/05/2024,2,5.81,0.0,2,primavera_2024
7017323,109836,3514,29/03/2024,1,17.78,0.0,3,primavera_2024
7017324,114137,2235,01/05/2024,2,6.28,5.0,4,primavera_2024
7017325,113531,2361,02/04/2024,2,24.06,0.0,1,primavera_2024
7017326,106838,2191,12/05/2024,3,2.7,15.0,1,primavera_2024
7017327,114335,2039,24/04/2024,1,1.91,5.0,1,primavera_2024
7017328,115018,3626,03/05/2024,1,7.58,10.0,1,primavera_2024
7017329,114490,2344,18/04/2024,3,23.39,5.0,3,primavera_2024
7017330,103149,2050,18/03/2024,1,1.68,0.0,1,primavera_2024
7017331,108225,3631,23/03/2024,1,14.58,0.0,1,primavera_2024
7017332,101856,2027,21/04/2024,1,9.77,0.0,2,primavera_2024
7017333,112819,3004,17/04/2024,1,7.53,0.0,3,primavera_2024
7017334,102616,2308,16/04/2024,1,15.34,0.0,4,primavera_2024
7017335,109490,2868,09/04/2024,2,6.32,0.0,2,primavera_2024
7017336,105879,2118,17/04/2024,2,18.71,0.0,1,primavera_2024
7017337,113213,2217,15/05/2024,5,24.22,0.0,5,primavera_2024
7017338,106624,3734,05/05/2024,2,10.84,0.0,3,primavera_2024
7017339,114211,2045,22/04/2024,1,5.39,0.0,4,primavera_2024
7017340,114541,2088,04/05/2024,2,2.37,0.0,1,primavera_2024
7017341,111444,2230,08/05/2024,1,11.18,15.0,2,primavera_2024
7017342,103014,2056,07/05/2024,1,10.74,0.0,1,primavera_2024
7017343,100305,2041,30/04/2024,1,7.91,5.0,1,primavera_2024
7017344,114791,2037,30/04/2024,1,0.89,15.0,1,primavera_2024
7017345,113416,2133,13/04/2024,1,2.35,0.0,5,primavera_2024
7017346,112109,2766,04/05/2024,1,17.49,0.0,5,primavera_2024
7017347,100845,2355,26/04/2024,2,14.11,0.0,1,primavera_2024
7017348,100275,2304,10/05/2024,1,10.3,0.0,2,primavera_2024
7017349,108715,2162,04/04/2024,1,16.04,20.0,1,primavera_2024
7017350,103928,2062,25/04/2024,2,7.41,0.0,1,primavera_2024
7017351,111699,2078,21/04/2024,1,14.98,15.0,1,primavera_2024
7017352,101641,3152,28/04/2024,1,21.05,5.0,2,primavera_2024
7017353,104465,2349,01/05/2024,1,6.55,10.0,2,primavera_2024
7017354,100685,3589,17/04/2024,1,21.1,5.0,2,primavera_2024
7017355,101078,2330,02/05/2024,2,16.37,5.0,2,primavera_2024
7017356,102950,2331,20/04/2024,1,4.79,0.0,2,primavera_2024
7017357,107889,2560,14/04/2024,5,5.66,0.0,3,primavera_2024
7017358,112506,2016,24/05/2024,2,3.11,10.0,2,primavera_2024
7017359,114412,2200,03/04/2024,1,22.18,0.0,2,primavera_2024
7017360,114273,2334,28/04/2024,2,6.9,0.0,3,primavera_2024
7017361,107147,2345,16/05/2024,1,19.25,5.0,4,primavera_2024
7017362,104486,3736,20/04/2024,2,24.52,0.0,5,primavera_2024
7017363,100986,2325,26/04/2024,1,8.36,0.0,2,primavera_2024
7017364,102888,2460,25/04/2024,1,6.09,5.0,1,primavera_2024
7017365,101828,3412,07/05/2024,2,17.15,0.0,3,primavera_2024
7017366,104197,2314,01/05/2024,2,10.61,20.0,1,primavera_2024
7017367,100347,2048,17/04/2024,3,1.58,15.0,2,primavera_2024
7017368,108797,2016,09/04/2024,3,3.11,0.0,5,primavera_2024
7017369,102898,2252,30/03/2024,3,8.07,0.0,3,primavera_2024
7017370,108808,2235,28/03/2024,2,6.28,0.0,1,primavera_2024
7017371,113955,2410,29/03/2024,3,5.06,5.0,3,primavera_2024
7017372,100299,2243,16/03/2024,3,9.41,0.0,2,primavera_2024
7017373,104267,3393,06/04/2024,1,24.76,0.0,4,primavera_2024
7017374,102360,2286,20/04/2024,2,11.94,0.0,5,primavera_2024
7017375,106534,2083,27/03/2024,2,14.16,0.0,2,primavera_2024
7017376,105051,2309,12/04/2024,1,15.04,0.0,1,primavera_2024
7017377,108954,2831,03/05/2024,1,4.69,0.0,2,primavera_2024
7017378,111570,2976,09/04/2024,1,13.45,5.0,2,primavera_2024
7017379,102195,2110,01/05/2024,1,11.88,10.0,2,primavera_2024
7017380,100491,2353,25/04/2024,1,14.64,10.0,4,primavera_2024
7017381,114954,2255,14/04/2024,2,17.92,5.0,5,primavera_2024
7017382,107608,2347,24/03/2024,1,24.81,20.0,2,primavera_2024
7017383,110540,2130,14/04/2024,1,15.71,0.0,1,primavera_2024
7017384,101216,2092,31/03/2024,1,2.01,5.0,5,primavera_2024
7017385,110160,2244,27/03/2024,1,2.1,0.0,1,primavera_2024
7017386,111414,3660,04/05/2024,1,5.25,10.0,3,primavera_2024
7017387,107763,2103,27/03/2024,2,17.14,0.0,1,primavera_2024
7017388,102883,2156,01/05/2024,1,10.91,15.0,3,primavera_2024
7017389,101486,2311,17/05/2024,1,15.11,5.0,1,primavera_2024
7017390,114314,2058,04/04/2024,3,15.75,0.0,2,primavera_2024
7017391,114063,2133,22/05/2024,1,2.35,10.0,2,primavera_2024
7017392,103694,2365,19/04/2024,1,0.89,0.0,3,primavera_2024
7017393,105146,2095,11/04/2024,1,7.18,15.0,1,primavera_2024
7017394,111382,2076,06/04/2024,2,9.51,5.0,2,primavera_2024
7017395,107058,2312,22/04/2024,1,4.67,0.0,1,primavera_2024
7017396,109130,2216,24/03/2024,2,16.91,0.0,2,primavera_2024
7017397,111207,2167,20/04/2024,5,3.46,0.0,3,primavera_2024
7017398,110278,2306,21/03/2024,3,9.63,0.0,1,primavera_2024
7017399,101870,2353,18/05/2024,2,14.64,0.0,1,primavera_2024
7017400,108658,3671,05/04/2024,1,17.62,0.0,1,primavera_2024
7017401,107459,2403,12/05/2024,4,24.15,15.0,5,primavera_2024
7017402,108860,2128,06/05/2024,2,12.01,0.0,5,primavera_2024
7017403,104564,2128,14/05/2024,1,12.01,0.0,4,primavera_2024
7017404,110452,2093,14/04/2024,1,0.64,0.0,1,primavera_2024
7017405,108605,2135,27/03/2024,1,0.8,5.0,1,primavera_2024
7017406,105396,2248,23/03/2024,1,24.99,0.0,1,primavera_2024
7017407,101080,3305,27/04/2024,1,24.51,10.0,4,primavera_2024
7017408,107676,2098,19/04/2024,3,24.35,5.0,1,primavera_2024
7017409,115226,3493,26/04/2024,1,12.58,0.0,1,primavera_2024
7017410,103870,2248,12/04/2024,3,24.99,0.0,2,primavera_2024
7017411,111854,2996,06/04/2024,2,10.08,0.0,1,primavera_2024
7017412,105209,2358,24/05/2024,1,10.01,0.0,2,primavera_2024
7017413,109125,2071,10/04/2024,2,11.92,10.0,4,primavera_2024
7017414,105639,2293,06/04/2024,1,21.13,5.0,2,primavera_2024
7017415,103090,2098,16/04/2024,1,24.35,10.0,1,primavera_2024
7017416,109233,2256,12/04/2024,1,22.67,10.0,1,primavera_2024
7017417,100035,3059,29/03/2024,3,8.56,0.0,4,primavera_2024
7017418,101785,2108,05/04/2024,2,10.79,5.0,2,primavera_2024
7017419,111275,3267,19/05/2024,4,20.49,0.0,1,primavera_2024
7017420,114564,2348,24/05/2024,4,24.46,0.0,5,primavera_2024
7017421,107373,2581,08/05/2024,4,13.98,0.0,1,primavera_2024
7017422,109987,2355,09/04/2024,4,14.11,0.0,5,primavera_2024
7017423,103451,2366,18/04/2024,1,8.57,15.0,2,primavera_2024
7017424,111300,2131,24/05/2024,1,19.28,0.0,2,primavera_2024
7017425,100361,2293,09/04/2024,1,21.13,0.0,1,primavera_2024
7017426,102318,2072,03/04/2024,3,1.36,15.0,3,primavera_2024
7017427,102019,3439,30/03/2024,1,24.69,0.0,1,primavera_2024
7017428,107574,3028,25/04/2024,1,19.83,5.0,1,primavera_2024
7017429,108790,3547,09/04/2024,4,12.1,5.0,4,primavera_2024
7017430,114581,2361,04/05/2024,1,24.06,15.0,2,primavera_2024
7017431,100213,2228,29/04/2024,1,19.21,0.0,1,primavera_2024
7017432,114870,2061,16/04/2024,2,7.09,10.0,4,primavera_2024
7017433,108029,2094,08/04/2024,2,3.08,20.0,1,primavera_2024
7017434,107055,2083,16/04/2024,3,14.16,0.0,1,primavera_2024
7017435,108009,2146,18/04/2024,2,7.75,5.0,3,primavera_2024
7017436,102450,2301,02/04/2024,2,22.03,0.0,3,primavera_2024
7017437,108239,3166,03/04/2024,1,23.61,0.0,1,primavera_2024
7017438,106036,2115,23/04/2024,1,5.85,10.0,2,primavera_2024
7017439,102353,3510,10/05/2024,4,4.82,20.0,2,primavera_2024
7017440,102154,2361,12/05/2024,4,24.06,0.0,2,primavera_2024
7017441,100361,2267,03/05/2024,1,3.76,10.0,1,primavera_2024
7017442,102394,2052,21/04/2024,1,1.68,15.0,1,primavera_2024
7017443,101197,2254,26/04/2024,2,20.12,5.0,1,primavera_2024
7017444,101882,2238,14/04/2024,1,20.0,0.0,2,primavera_2024
