pedido_id,cliente_id,tienda_id,fecha_pedido,estado,total_bruto,total_descuentos,total_neto,metodo_pago,codigo_postal_envio,hora_entrega
5026814,107712.0,4,2024-08-09 10:24:01,devuelto,67.01,10.05,56.96,efectivo_entrega,41004,
5026815,101040.0,1,2024-07-24 15:49:16,entregado,17.25,0.86,16.39,transferencia,08025,2024-07-24 18:20:40
5026816,103078.0,1,2024-08-08 18:12:52,entregado,71.13,0.0,71.13,TARJETA,08015,2024-08-08 19:50:39
5026817,110235.0,1,2024-06-14 17:15:24,entregado,65.57,0.0,65.57,tarjeta,08023,2024-06-14 20:26:51
5026818,113897.0,2,2024-08-18 19:16:14,entregado,89.76,0.0,89.76,transferencia,28012,2024-08-18 21:46:39
5026819,,2,2024-08-19 09:08:02,devuelto,46.2,0.0,46.2,tarjeta,28014,
5026820,111044.0,4,2024-07-15 07:30:22,entregado,31.46,0.0,31.46,paypal,41010,2024-07-15 09:17:04
5026821,114157.0,3,2024-07-07 20:59:04,entregado,84.11,4.21,79.9,bizum,46021,2024-07-07 22:50:14
5026822,100903.0,2,09/06/2024 11:51,entregado,22.66,3.4,19.26,tarjeta,28009,2024-06-09 14:57:06
5026823,104016.0,5,2024-07-04 18:47:50,entregado,14.41,0.0,14.41,tarjeta,48011,2024-07-04 21:34:45
5026824,105744.0,4,2024-06-15 17:41:19,entregado,35.81,5.37,30.44,efectivo_entrega,41005,2024-06-15 19:27:40
5026825,114114.0,3,2024-07-22 20:54:12,entregado,56.06,8.41,47.65,tarjeta,46024,2024-07-22 23:02:55
5026826,101316.0,2,2024-07-02 17:39:42,entregado,34.96,0.0,34.96,paypal,28010,2024-07-02 19:01:41
5026827,111466.0,1,2024-06-12 17:52:55,entregado,9.72,0.0,9.72,paypal,08007,2024-06-12 20:10:56
5026828,106890.0,1,2024-08-17 17:32:10,entregado,32.51,1.63,30.88,paypal,08021,2024-08-17 19:15:29
5026829,103253.0,2,2024-06-25 08:40:27,en_reparto,50.22,10.04,40.18,tarjeta,28001,
5026830,101035.0,5,2024-07-05 14:12:54,entregado,32.13,1.61,30.52,tarjeta,48002,2024-07-05 16:57:37
5026831,108991.0,4,2024-07-24 09:43:41,entregado,52.43,0.0,52.43,transferencia,41013,2024-07-24 11:20:22
5026832,109596.0,3,2024-07-29 10:58:59,entregado,31.55,4.73,26.82,bizum,46023,2024-07-29 13:03:50
5026833,108767.0,4,2024-06-15 09:48:59,entregado,33.32,1.67,31.65,bizum,41008,2024-06-15 12:51:52
5026834,103948.0,1,2024-07-13 19:42:55,entregado,9.16,0.46,8.7,efectivo_entrega,08011,2024-07-13 22:58:07
5026835,112107.0,1,2024-07-02 17:35:47,entregado,27.75,0.0,27.75,tarjeta,08019,2024-07-02 19:38:37
5026836,108817.0,2,2024-07-22 17:35:53,entregado,16.82,0.0,16.82,paypal,28005,2024-07-22 18:55:22
5026837,109198.0,1,2024-06-25 17:57:31,devuelto,31.2,0.0,31.2,tarjeta,08034,
5026838,106114.0,3,2024-07-16 17:11:46,entregado,30.68,1.53,29.15,bizum,46006,2024-07-16 18:20:26
5026839,103276.0,2,2024-07-16 22:06:40,entregado,52.25,0.0,52.25,tarjeta,28034,2024-07-17 00:58:51
5026840,108061.0,2,2024-08-25 10:36:19,entregado,36.56,0.0,36.56,tarjeta,28014,2024-08-25 12:45:55
5026841,108169.0,1,2024-07-04 11:37:49,cancelado,38.36,0.0,38.36,tarjeta,08007,
5026842,102883.0,3,2024-05-08 13:42:35,entregado,14.5,0.0,14.5,tarjeta,46018,2024-05-08 14:48:24
5026843,102677.0,2,2024-06-05 09:05:05,entregado,20.78,0.0,20.78,bizum,28034,2024-06-05 12:22:43
5026844,103648.0,1,2024-07-23 11:40:08,en_reparto,18.91,1.89,17.02,bizum,08009,
5026845,114268.0,4,2024-06-08 11:54:15,devuelto,33.97,1.7,32.27,Paypal,41014,
5026846,111075.0,1,2024-06-10 16:34:15,entregado,24.49,2.45,22.04,transferencia,08024,2024-06-10 18:43:37
5026847,111961.0,2,2024-08-20 10:56:50,entregado,54.88,0.0,54.88,efectivo_entrega,28036,2024-08-20 13:56:35
5026848,114401.0,3,2024-09-02 09:54:53,entregado,26.37,1.32,25.05,tarjeta,46005,2024-09-02 11:43:36
5026849,110138.0,2,2024-07-02 08:33:47,entregado,25.3,0.0,25.3,paypal,28008,2024-07-02 09:38:51
5026850,108674.0,1,2024-06-29 16:15:48,entregado,24.99,2.5,22.49,tarjeta,08020,2024-06-29 18:18:45
5026851,104221.0,2,2024-08-03 17:31:43,entregado,16.5,0.82,15.68,efectivo_entrega,28046,2024-08-03 20:53:16
5026852,105660.0,4,2024-06-18 10:24:53,entregado,54.8,0.0,54.8,paypal,41002,2024-06-18 12:40:46
5026853,100644.0,2,2024-05-13 19:43:25,cancelado,38.85,0.0,38.85,transferencia,28005,
5026854,103482.0,1,2024-06-21 13:27:36,entregado,24.22,1.21,23.01,tarjeta,08004,2024-06-21 16:07:53
5026855,104680.0,4,2024-05-17 08:03:30,en_preparacion,19.1,0.0,19.1,tarjeta,41017,
5026856,110149.0,1,2024-07-02 16:45:45,en_reparto,68.48,6.85,61.63,EFECTIVO_ENTREGA,08029,
5026857,109351.0,4,2024-08-29 10:45:30,entregado,27.1,0.0,27.1,paypal,41013,2024-08-29 12:56:53
5026858,108114.0,1,2024-06-16 17:09:34,devuelto,42.33,0.0,42.33,tarjeta,08034,
5026859,108185.0,1,2024-05-20 17:17:54,entregado,45.63,0.0,45.63,bizum,08028,2024-05-20 20:05:15
5026860,113356.0,3,2024-06-26 08:21:57,entregado,27.24,5.45,21.79,tarjeta,46009,
5026861,102955.0,1,2024-05-10 17:06:30,en_reparto,27.46,0.0,27.46,efectivo_entrega,08023,
5026862,103289.0,1,2024-07-29 11:50:54,entregado,21.11,0.0,21.11,tarjeta,08036,2024-07-29 13:47:37
5026863,102453.0,1,2024-06-29 18:48:29,entregado,57.41,2.87,54.54,tarjeta,08010,2024-06-29 20:58:27
5026864,103014.0,1,2024-08-09 20:24:04,entregado,64.87,0.0,64.87,TRANSFERENCIA,08022,2024-08-09 22:00:12
5026865,110160.0,1,03/06/2024 17:05,entregado,36.09,7.22,28.87,paypal,08028,2024-06-03 19:05:47
5026866,113322.0,1,2024-05-09 10:15:22,entregado,39.68,1.98,37.7,tarjeta,08010,2024-05-09 12:33:02
5026867,112014.0,1,2024-05-26 14:28:27,en_preparacion,8.51,0.85,7.66,efectivo_entrega,08026,
5026868,104555.0,4,2024-06-10 16:46:12,entregado,28.28,0.0,28.28,paypal,41016,2024-06-10 18:41:44
5026869,100122.0,5,2024-06-27 17:49:15,entregado,40.83,0.0,40.83,bizum,48008,2024-06-27 20:08:41
5026870,112907.0,2,2024-08-13 09:04:49,entregado,66.79,0.0,66.79,tarjeta,28028,2024-08-13 10:32:40
5026871,103945.0,1,2024-06-26 19:02:00,entregado,18.36,0.0,18.36,tarjeta,08022,2024-06-26 21:12:28
5026872,108450.0,1,2024-08-22 19:45:46,en_reparto,69.76,0.0,69.76,bizum,08012,
5026873,114041.0,3,2024-06-21 18:26:33,cancelado,31.47,0.0,31.47,tarjeta,46007,
5026874,110539.0,1,2024-06-27 17:52:09,entregado,57.92,2.9,55.02,paypal,08003,2024-06-27 20:29:09
5026875,109439.0,2,2024-06-18 19:47:19,entregado,16.16,1.62,14.54,tarjeta,28001,2024-06-18 21:36:54
5026876,109053.0,2,2024-06-21 09:35:45,entregado,20.31,1.02,19.29,tarjeta,28042,2024-06-21 12:43:05
5026877,109870.0,1,2024-07-07 19:27:00,entregado,26.28,0.0,26.28,visa,08002,2024-07-07 22:09:00
5026878,105927.0,1,2024-08-05 08:48:56,devuelto,27.61,0.0,27.61,efectivo_entrega,08003,
5026879,106745.0,3,2024-08-25 16:36:27,entregado,13.78,2.07,11.71,tarjeta,46007,2024-08-25 18:20:07
5026880,100294.0,3,2024-08-01 10:24:45,entregado,28.09,2.81,25.28,paypal,46024,2024-08-01 13:08:14
5026881,110873.0,3,2024-08-07 10:51:30,entregado,70.75,0.0,70.75,tarjeta,46004,2024-08-07 13:42:11
5026882,101084.0,2,2024-05-28 15:38:17,entregado,44.07,0.0,44.07,bizum,28046,2024-05-28 18:16:16
5026883,112887.0,5,2024-08-28 19:10:47,entregado,31.35,3.13,28.22,tarjeta,48009,2024-08-28 20:41:45
5026884,101592.0,2,2024-06-16 16:24:34,entregado,37.29,7.46,29.83,paypal,28046,2024-06-16 18:31:29
5026885,105668.0,3,2024-05-31 13:02:35,entregado,56.49,0.0,56.49,bizum,46007,2024-05-31 15:58:36
5026886,104615.0,1,2024-07-03 18:11:58,entregado,32.48,3.25,29.23,bizum,08022,2024-07-03 19:26:54
5026887,109198.0,2,2024-05-20 18:42:29,entregado,34.26,1.71,32.55,efectivo_entrega,28005,2024-05-20 20:25:37
5026888,109356.0,1,2024-05-30 17:40:57,entregado,74.06,7.41,66.65,bizum,08007,2024-05-30 19:02:50
5026889,112487.0,1,2024-08-01 16:13:54,entregado,61.75,6.17,55.58,bizum,08029,2024-08-01 19:10:54
5026890,104515.0,1,2024-06-01 17:29:52,entregado,56.68,5.67,51.01,bizum,08004,2024-06-01 20:16:53
5026891,108369.0,1,2024-05-10 13:16:40,entregado,18.77,0.0,18.77,tarjeta,08034,2024-05-10 15:50:37
5026892,,1,08/07/2024 18:16,en_preparacion,80.53,0.0,80.53,transferencia,08028,
5026893,110733.0,2,08/08/2024 15:42,entregado,10.7,0.54,10.16,bizum,28005,2024-08-08 19:07:37
5026894,115205.0,2,12/05/2024 11:00,entregado,30.14,0.0,30.14,tarjeta,28050,2024-05-12 12:28:08
5026895,114442.0,1,2024-06-07 10:06:16,entregado,87.82,13.17,74.65,tarjeta,08019,2024-06-07 11:43:10
5026896,109684.0,2,2024-08-03 18:51:21,entregado,23.93,2.39,21.54,paypal,28003,2024-08-03 20:29:49
5026897,112819.0,2,2024-06-18 19:11:36,entregado,33.59,1.68,31.91,efectivo_entrega,28012,2024-06-18 21:03:50
5026898,101238.0,4,2024-08-04 13:42:43,cancelado,12.81,0.0,12.81,efectivo_entrega,41010,
5026899,112503.0,1,2024-05-27 12:42:11,cancelado,70.19,3.51,66.68,paypal,08012,
5026900,112942.0,5,2024-08-04 20:59:51,entregado,58.34,0.0,58.34,tarjeta,48006,2024-08-04 23:13:39
5026901,115188.0,2,2024-07-07 17:02:41,en_preparacion,41.96,0.0,41.96,EFECTIVO_ENTREGA,28034,
5026902,113982.0,1,2024-06-24 20:44:47,entregado,18.32,1.83,16.49,tarjeta,08036,2024-06-24 22:41:38
5026903,102772.0,3,04/06/2024 11:01,entregado,50.16,0.0,50.16,TARJETA,46003,2024-06-04 13:51:44
5026904,113085.0,2,2024-06-21 10:29:34,en_reparto,13.87,0.0,13.87,tarjeta,28042,
5026905,101905.0,1,07/07/2024 10:59,entregado,90.62,0.0,90.62,bizum,08028,2024-07-07 13:42:06
5026906,110650.0,2,2024-06-12 17:31:34,entregado,29.42,1.47,27.95,bizum,28002,2024-06-12 19:06:41
5026907,109823.0,1,2024-04-24 10:34:45,en_reparto,35.19,0.0,35.19,tarjeta,08020,
5026908,100300.0,3,2024-06-23 17:23:15,entregado,39.52,0.0,39.52,tarjeta,46013,2024-06-23 18:44:29
5026909,100122.0,1,26/07/2024 20:39,entregado,41.76,0.0,41.76,bizum,08003,2024-07-26 23:50:55
5026910,113006.0,2,2024-06-09 10:46:00,entregado,27.07,0.0,27.07,tarjeta,28020,2024-06-09 12:18:51
5026911,109051.0,1,2024-07-30 17:35:40,en_preparacion,29.33,4.4,24.93,tarjeta,08007,
5026912,107442.0,3,2024-08-05 08:58:41,devuelto,332.64,0.0,332.64,Bizum,46021,
5026913,107413.0,2,2024-06-08 10:07:45,entregado,51.8,7.77,44.03,tarjeta,28028,2024-06-08 12:36:39
5026914,102579.0,1,2024-06-27 21:27:18,entregado,59.36,2.97,56.39,tarjeta,08003,2024-06-28 00:04:04
5026915,100806.0,5,2024-08-14 13:40:01,entregado,210.52,21.05,189.47,paypal,48008,2024-08-14 15:04:30
5026916,115130.0,2,2024-07-21 17:31:32,entregado,15.23,1.52,13.71,efectivo_entrega,28020,2024-07-21 19:35:07
5026917,114170.0,1,2024-07-30 17:56:35,entregado,26.77,0.0,26.77,tarjeta,08012,2024-07-30 20:22:17
5026918,107220.0,2,2024-08-25 16:40:12,entregado,32.67,0.0,32.67,tarjeta,28002,2024-08-25 18:07:04
5026919,109552.0,1,2024-07-02 19:40:43,entregado,11.41,0.0,11.41,tarjeta,08024,2024-07-02 22:33:53
5026920,113954.0,1,2024-07-24 12:28:24,cancelado,82.35,0.0,82.35,bizum,08023,
5026921,100512.0,1,2024-08-07 19:48:20,entregado,27.63,0.0,27.63,paypal,08035,2024-08-07 21:19:26
5026922,103464.0,2,2024-07-13 18:09:09,cancelado,34.43,0.0,34.43,bizum,28008,
5026923,107667.0,2,2024-07-30 09:35:39,en_reparto,22.4,0.0,22.4,bizum,28045,
5026924,111846.0,1,2024-08-05 15:53:32,entregado,15.53,3.11,12.42,paypal,08035,2024-08-05 17:32:34
5026925,108923.0,1,2024-07-18 20:24:03,entregado,30.69,0.0,30.69,tarjeta,08017,2024-07-18 23:23:21
5026926,102886.0,3,2024-07-25 17:26:11,devuelto,78.79,7.88,70.91,paypal,46007,
5026927,108094.0,3,2024-08-05 17:21:26,entregado,23.08,4.62,18.46,tarjeta,46005,2024-08-05 19:13:20
5026928,100867.0,2,2024-07-20 18:28:31,entregado,27.29,1.36,25.93,Tarjeta,28001,2024-07-20 21:37:59
5026929,107399.0,2,2024-06-22 20:04:27,entregado,10.89,0.0,10.89,bizum,28013,2024-06-22 21:06:26
5026930,109581.0,1,2024-06-07 17:21:09,cancelado,8.67,1.3,7.37,bizum,08036,
5026931,107245.0,1,2024-06-12 19:37:44,entregado,34.75,1.74,33.01,tarjeta,08021,2024-06-12 22:19:02
5026932,112575.0,2,2024-08-21 17:59:19,entregado,67.56,3.38,64.18,efectivo_entrega,28008,2024-08-21 19:01:24
5026933,105082.0,2,2024-06-27 12:38:33,entregado,19.96,2.0,17.96,tarjeta,28042,2024-06-27 14:45:14
5026934,104257.0,2,2024-08-06 10:56:50,entregado,55.13,0.0,55.13,paypal,28028,2024-08-06 14:13:41
5026935,110119.0,1,2024-07-28 08:25:47,entregado,61.92,0.0,61.92,tarjeta,08003,2024-07-28 10:00:11
5026936,108497.0,3,20/07/2024 08:22,cancelado,19.8,3.96,15.84,tarjeta,46018,
5026937,112999.0,1,19/07/2024 20:49,entregado,21.18,0.0,21.18,bizum,08003,2024-07-19 23:01:04
5026938,113692.0,1,2024-08-01 18:22:00,entregado,74.95,7.5,67.45,bizum,08022,2024-08-01 21:33:12
5026939,113207.0,1,2024-07-20 17:00:21,cancelado,22.77,0.0,22.77,tarjeta,08012,
5026940,113181.0,3,2024-08-02 11:44:36,entregado,22.01,0.0,22.01,tarjeta,46019,2024-08-02 13:24:44
5026941,112901.0,3,2024-07-22 14:35:10,entregado,25.5,0.0,25.5,paypal,46007,
5026942,110975.0,3,2024-05-28 18:36:12,entregado,68.38,3.42,64.96,tarjeta,46002,2024-05-28 20:47:21
5026943,104886.0,2,2024-05-20 19:54:24,cancelado,31.54,0.0,31.54,tarjeta,28028,
5026944,107034.0,2,2024-07-15 12:50:25,cancelado,25.84,3.88,21.96,bizum,28046,
5026945,103464.0,1,2024-05-24 10:10:23,entregado,25.99,1.3,24.69,bizum,08015,2024-05-24 11:31:15
5026946,113006.0,2,2024-08-19 09:55:09,entregado,116.35,0.0,116.35,tarjeta,28042,2024-08-19 13:22:34
5026947,103949.0,1,2024-06-24 12:40:27,entregado,16.2,0.0,16.2,bizum,08026,2024-06-24 15:17:17
5026948,104198.0,1,2024-07-31 19:17:56,entregado,41.77,2.09,39.68,tarjeta,08028,2024-07-31 20:23:54
5026949,100275.0,3,2024-08-13 11:12:53,entregado,9.88,0.0,9.88,efectivo_entrega,46001,2024-08-13 13:30:25
5026950,114157.0,4,2024-06-04 09:38:37,entregado,31.09,1.55,29.54,tarjeta,41019,2024-06-04 11:39:24
5026951,104016.0,1,2024-08-12 14:33:11,cancelado,20.57,3.09,17.48,tarjeta,08006,
5026952,106913.0,3,2024-08-05 11:16:36,entregado,50.67,0.0,50.67,paypal,46024,2024-08-05 13:04:23
5026953,110846.0,5,2024-05-05 18:27:48,entregado,36.55,0.0,36.55,bizum,48005,2024-05-05 19:56:23
5026954,111547.0,1,2024-05-31 18:11:52,entregado,13.52,0.0,13.52,tarjeta,08009,2024-05-31 20:21:08
5026955,106903.0,2,2024-07-08 16:42:37,entregado,12.59,0.0,12.59,bizum,28001,2024-07-08 19:30:56
5026956,105460.0,1,2024-08-18 15:00:41,entregado,22.7,0.0,22.7,bizum,08008,2024-08-18 17:40:00
5026957,104148.0,5,2024-07-30 19:11:31,entregado,23.0,1.15,21.85,transferencia,48006,2024-07-30 22:22:15
5026958,106614.0,1,2024-08-01 12:19:26,entregado,29.64,1.48,28.16,tarjeta,08003,2024-08-01 15:43:50
5026959,101740.0,1,2024-08-02 17:58:56,devuelto,20.45,0.0,20.45,tarjeta,08026,
5026960,102590.0,1,2024-08-16 16:07:27,en_preparacion,23.58,3.54,20.04,tarjeta,08003,
5026961,113203.0,1,2024-06-16 12:58:05,entregado,15.49,0.0,15.49,tarjeta,08006,2024-06-16 14:25:10
5026962,104063.0,2,2024-06-30 17:29:48,entregado,20.76,2.08,18.68,tarjeta,28012,2024-06-30 20:58:03
5026963,103805.0,1,2024-07-15 09:55:20,entregado,91.74,13.76,77.98,tarjeta,08017,2024-07-15 12:39:59
5026964,101472.0,1,2024-06-03 08:25:37,entregado,71.42,14.28,57.14,tarjeta,08026,
5026965,109827.0,2,2024-06-15 11:13:41,entregado,51.17,0.0,51.17,bizum,28028,2024-06-15 12:40:41
5026966,111161.0,2,2024-08-01 09:32:11,entregado,26.15,3.92,22.23,bizum,28002,2024-08-01 11:05:42
5026967,114402.0,1,2024-07-29 18:46:25,entregado,42.83,0.0,42.83,tarjeta,08026,2024-07-29 20:12:41
5026968,108223.0,1,2024-08-06 12:07:50,entregado,74.34,7.43,66.91,tarjeta,08008,2024-08-06 13:46:44
5026969,114621.0,4,2024-08-07 12:01:50,entregado,18.64,2.8,15.84,paypal,41002,2024-08-07 13:21:06
5026970,105647.0,1,2024-05-01 19:14:57,entregado,144.92,0.0,144.92,paypal,08011,2024-05-01 20:28:58
5026971,108183.0,2,2024-06-23 13:16:20,en_reparto,43.03,8.61,34.42,bizum,28006,
5026972,112736.0,1,2024-08-15 11:43:18,entregado,58.72,5.87,52.85,paypal,08019,2024-08-15 14:11:22
5026973,,5,2024-07-29 08:19:54,entregado,20.84,1.04,19.8,paypal,48013,2024-07-29 11:45:45
5026974,108311.0,1,2024-06-14 15:11:59,entregado,89.77,8.98,80.79,paypal,08009,2024-06-14 17:04:38
5026975,101958.0,2,2024-06-30 16:25:37,entregado,13.55,2.03,11.52,tarjeta,28006,2024-06-30 19:23:24
5026976,106272.0,2,2024-07-09 17:20:41,devuelto,33.14,0.0,33.14,tarjeta,28020,
5026977,112189.0,2,2024-05-17 10:28:01,entregado,12.38,0.0,12.38,efectivo_entrega,28016,2024-05-17 12:18:13
5026978,114072.0,2,2024-06-16 17:23:16,entregado,32.57,0.0,32.57,tarjeta,28016,2024-06-16 19:12:45
5026979,100114.0,2,2024-07-22 13:13:35,entregado,23.34,0.0,23.34,tarjeta,28005,2024-07-22 16:43:17
5026980,107418.0,2,2024-06-19 17:52:16,entregado,37.18,1.86,35.32,efectivo_entrega,28033,2024-06-19 18:54:35
5026981,104851.0,3,2024-06-22 08:55:58,entregado,69.83,0.0,69.83,efectivo_entrega,46022,2024-06-22 10:21:27
5026982,101492.0,2,2024-05-31 11:10:18,entregado,23.23,0.0,23.23,paypal,28013,2024-05-31 12:20:04
5026983,113653.0,1,2024-07-10 11:45:19,entregado,36.3,1.81,34.49,tarjeta,08004,2024-07-10 14:19:39
5026984,100440.0,2,2024-07-20 10:30:59,entregado,21.94,0.0,21.94,Paypal,28002,2024-07-20 12:09:46
5026985,100099.0,1,2024-07-10 09:20:20,entregado,63.32,6.33,56.99,bizum,08004,2024-07-10 10:46:08
5026986,108917.0,2,2024-07-02 09:15:33,entregado,16.7,0.83,15.87,tarjeta,28050,2024-07-02 12:41:06
5026987,114262.0,1,2024-07-05 10:57:27,entregado,55.65,11.13,44.52,tarjeta,08034,2024-07-05 12:54:07
5026988,112592.0,5,2024-05-17 15:05:00,entregado,20.05,0.0,20.05,tarjeta,48010,2024-05-17 18:32:20
5026989,101158.0,4,2024-07-12 18:24:28,entregado,6.29,0.31,5.98,bizum,41013,2024-07-12 20:25:47
5026990,112943.0,1,2024-06-08 10:27:00,entregado,12.92,0.0,12.92,tarjeta,08026,2024-06-08 11:47:24
5026991,109761.0,4,2024-07-10 21:40:21,entregado,33.59,5.04,28.55,paypal,41005,2024-07-11 00:43:43
5026992,108656.0,3,2024-06-19 14:48:33,entregado,33.74,0.0,33.74,efectivo_entrega,46012,2024-06-19 16:52:00
5026993,102413.0,2,2024-08-01 20:15:50,entregado,77.19,3.86,73.33,efectivo_entrega,28009,2024-08-01 21:31:30
5026994,101059.0,4,2024-04-30 16:24:10,devuelto,93.16,0.0,-74.53,TARJETA,41006,2024-04-30 17:54:06
5026995,111603.0,3,2024-07-27 09:35:50,entregado,33.04,3.3,29.74,tarjeta,46024,2024-07-27 12:09:12
5026996,104352.0,2,2024-09-01 16:20:07,entregado,19.84,0.99,18.85,paypal,28010,2024-09-01 19:18:13
5026997,105471.0,2,2024-05-24 14:31:58,entregado,37.06,1.85,35.21,tarjeta,28036,2024-05-24 18:01:03
5026998,110548.0,1,2024-07-31 11:39:06,entregado,23.64,0.0,23.64,paypal,08035,2024-07-31 13:06:56
5026999,100089.0,4,2024-07-07 11:51:43,entregado,19.5,0.0,19.5,bizum,41010,2024-07-07 13:41:31
5027000,102454.0,3,2024-07-16 10:07:12,entregado,14.33,0.0,14.33,tarjeta,46018,2024-07-16 12:22:45
5027001,109596.0,1,2024-08-03 11:10:36,devuelto,21.54,0.0,21.54,tarjeta,08001,
5027002,114137.0,2,2024-08-22 10:24:11,en_preparacion,36.5,0.0,36.5,bizum,28015,
5027003,111728.0,1,2024-08-17 21:00:38,cancelado,19.91,0.0,19.91,bizum,08004,
5027004,104130.0,1,2024-08-08 10:57:38,entregado,40.95,0.0,40.95,bizum,08012,2024-08-08 13:35:15
5027005,106000.0,1,2024-06-26 17:37:26,entregado,51.44,0.0,51.44,efectivo_entrega,08029,2024-06-26 20:08:05
5027006,101684.0,3,2024-06-28 09:31:02,entregado,28.62,0.0,32.91,tarjeta,46011,2024-06-28 12:29:01
5027007,114565.0,2,2024-06-21 17:38:45,entregado,10.15,0.0,10.15,paypal,28036,2024-06-21 18:55:01
5027008,103302.0,1,2024-07-18 20:12:47,cancelado,44.47,0.0,44.47,tarjeta,08003,
5027009,108840.0,5,2024-06-22 11:38:00,entregado,32.16,4.82,27.34,tarjeta,48009,2024-06-22 14:40:17
5027010,107306.0,1,2024-07-22 07:10:24,devuelto,25.93,0.0,25.93,bizum,08025,
5027011,100262.0,1,2024-07-02 18:25:10,entregado,24.5,0.0,24.5,bizum,08024,2024-07-02 20:51:47
5027012,,1,2024-06-14 18:25:08,entregado,39.54,1.98,37.56,tarjeta,08035,2024-06-14 20:24:38
5027013,103107.0,1,2024-06-09 13:21:49,entregado,32.49,4.87,27.62,tarjeta,08001,2024-06-09 14:54:16
5027014,107043.0,4,2024-05-04 10:45:35,devuelto,57.6,0.0,57.6,tarjeta,41014,
5027015,100165.0,2,2024-07-29 18:29:29,cancelado,11.23,1.12,10.11,tarjeta,28016,
5027016,105334.0,2,2024-08-10 18:50:16,entregado,37.2,1.86,35.34,tarjeta,28013,2024-08-10 21:29:44
5027017,107214.0,1,2024-04-21 11:21:43,entregado,26.02,2.6,23.42,bizum,08008,2024-04-21 14:05:00
5027018,107183.0,1,2024-07-14 18:11:18,entregado,72.91,7.29,65.62,bizum,08029,2024-07-14 19:52:37
5027019,115038.0,1,2024-06-21 18:27:56,entregado,15.69,0.0,15.69,efectivo_entrega,08029,2024-06-21 21:45:34
5027020,100538.0,1,2024-09-13 10:46:39,entregado,56.94,8.54,48.4,tarjeta,08019,2024-09-13 12:28:28
5027021,106535.0,2,2024-08-19 17:24:23,entregado,36.52,0.0,36.52,tarjeta,28001,2024-08-19 19:51:43
5027022,104231.0,5,2024-07-21 17:14:07,entregado,148.8,22.32,126.48,tarjeta,48002,2024-07-21 19:02:28
5027023,112832.0,4,2024-07-22 17:05:27,devuelto,24.04,0.0,24.04,tarjeta,41012,
5027024,100222.0,2,2024-07-27 09:48:20,entregado,74.53,0.0,74.53,efectivo_entrega,28042,2024-07-27 11:41:01
5027025,100749.0,1,2024-07-04 19:47:58,entregado,35.06,0.0,35.06,transferencia,08029,2024-07-04 22:15:55
5027026,104217.0,1,2024-07-31 14:32:11,entregado,29.84,0.0,29.84,tarjeta,08001,2024-07-31 16:40:15
5027027,100606.0,3,2024-06-28 09:51:41,entregado,59.83,0.0,59.83,bizum,46006,2024-06-28 11:30:02
5027028,106609.0,2,2024-07-01 18:47:20,en_reparto,18.24,0.91,17.33,bizum,28050,
5027029,101905.0,1,2024-08-04 19:36:23,entregado,35.02,0.0,35.02,transferencia,08010,2024-08-04 22:21:46
5027030,104683.0,1,2024-07-27 18:36:33,entregado,16.7,0.0,16.7,bizum,08005,2024-07-27 21:51:23
5027031,,3,2024-07-13 15:49:49,entregado,14.78,0.0,14.78,bizum,46002,2024-07-13 17:02:26
5027032,111356.0,1,2024-08-15 09:44:03,entregado,62.42,3.12,59.3,tarjeta,08006,2024-08-15 12:33:42
5027033,103388.0,2,2024-06-21 17:21:38,entregado,37.15,0.0,37.15,tarjeta,28001,2024-06-21 19:46:56
5027034,104230.0,2,2024-07-18 08:49:05,entregado,14.46,2.89,11.57,PAYPAL,28042,2024-07-18 11:25:54
5027035,112720.0,1,2024-05-23 20:33:33,devuelto,48.77,9.75,39.02,bizum,08004,
5027036,110276.0,3,2024-06-28 10:52:56,entregado,67.46,6.75,60.71,tarjeta,46024,2024-06-28 12:51:05
5027037,114726.0,1,2024-08-13 17:18:00,entregado,30.53,3.05,27.48,bizum,08035,2024-08-13 18:59:32
5027038,105688.0,1,2024-06-14 17:42:54,entregado,123.68,0.0,123.68,tarjeta,08006,2024-06-14 19:42:36
5027039,107653.0,2,2024-06-04 14:28:11,entregado,16.02,0.8,15.22,tarjeta,28036,2024-06-04 17:07:38
5027040,110506.0,2,2024-07-05 07:22:33,entregado,28.24,0.0,28.24,tarjeta,28003,2024-07-05 09:44:39
5027041,101804.0,1,2024-05-01 19:19:24,entregado,48.87,2.44,46.43,tarjeta,08023,2024-05-01 22:16:34
5027042,102141.0,1,2024-05-28 19:31:25,entregado,40.17,2.01,38.16,tarjeta,08015,2024-05-28 20:59:43
5027043,114965.0,2,2024-06-22 09:06:38,entregado,26.26,1.31,24.95,bizum,28001,2024-06-22 10:30:58
5027044,102405.0,1,2024-05-21 16:23:45,entregado,38.49,1.92,36.57,paypal,08020,2024-05-21 18:03:59
5027045,101599.0,2,2024-07-22 16:51:11,entregado,50.19,2.51,47.68,tarjeta,28045,2024-07-22 17:58:58
5027046,108726.0,3,2024-04-30 11:50:02,entregado,22.79,2.28,20.51,tarjeta,46011,2024-04-30 15:01:24
5027047,113223.0,2,2024-06-07 20:26:08,entregado,12.88,1.29,11.59,paypal,28013,2024-06-07 23:32:04
5027048,106686.0,1,2024-08-31 11:06:13,entregado,6.41,0.32,6.09,tarjeta,08028,2024-08-31 14:11:26
