producto_id,nombre,marca,categoria_id,precio_base,peso_kg,es_perecedero,dias_caducidad,activo,fecha_alta
2561,Producto Oro Auchan 500ml,Auchan,13.0,19.39,2.99,0,,False,2020-02-01
2562,Producto Oficial Eroski 250g,Eroski,22.0,1.67,2.25,true,4.0,True,2020-08-24
2563,Producto Centro Eroski 1kg,Eroski,69.0,5.52,0.1,no,,True,2020-07-15
2564,Producto González Eroski 500ml,Eroski,21.0,15.75,2.12,false,,True,2022-11-05
2565,Producto Unos Eroski 500g,Eroski,74.0,7.42,2.51,FALSE,,True,2022-05-26
2566,Producto R Mercadona 1L,Mercadona,42.0,9.26,0.84,False,,True,2020-12-04
2567,Producto Nuestros Eroski pack 3,Eroski,35.0,8.59,3.37,TRUE,4.0,True,2022-12-22
2568,Producto Ojos Carrefour 500g,Carrefour,72.0,19.59,3.63,True,7.0,True,2023-04-06
2569,Producto Calle Dia 500ml,Dia,67.0,11.86,0.91,True,3.0,True,2020-09-17
2570,Producto Posición Mercadona 6ud,Mercadona,55.0,10.93,4.26,1,3.0,False,2022-08-01
2571,Producto Rafael Eroski 1kg,Eroski,26.0,8.54,4.78,False,,True,2023-03-07
2572,Producto Estructura Dia 6ud,Dia,20.0,4.97,4.81,0,,True,2020-06-26
2573,Producto Conciencia Eroski pack 3,Eroski,58.0,20.09,3.99,false,,True,2023-06-26
2574,Producto Ver Mercadona 1kg,Mercadona,16.0,3.03,2.44,FALSE,,True,2024-02-07
2575,Producto Tuvo Carrefour 12ud,Carrefour,65.0,19.58,4.32,false,,True,2020-06-16
2576,Producto Naturaleza Auchan pack 3,Auchan,25.0,3.26,0.28,0,,True,2020-02-09
2577,Producto Propios Hacendado 1L,Hacendado,49.0,24.45,1.72,no,,True,2021-04-29
2578,Producto Función Hacendado 12ud,Hacendado,88.0,16.7,1.76,true,13.0,True,2022-11-18
2579,Producto Precios Mercadona 250g,Mercadona,,0.78,2.55,no,,True,2024-01-28
2580,Producto Buen Mercadona 1kg,Mercadona,72.0,2.32,1.24,false,,True,2021-09-08
2581,Producto Peor Genérico 1L,Genérico,15.0,13.98,4.09,FALSE,,True,2023-01-15
2582,Producto Cualquier Mercadona pack 3,Mercadona,65.0,2.65,1.61,no,,True,2020-04-28
2583,Producto Importantes Hacendado 12ud,Hacendado,11.0,10.59,0.05,no,,True,2022-12-08
2584,Producto Ocasión Genérico 500ml,Genérico,86.0,22.3,3.29,no,,True,2022-09-01
2585,Producto Relación Dia 250g,Dia,52.0,20.5,1.69,no,,True,2020-06-07
2586,Producto Quería Auchan 6ud,Auchan,85.0,18.03,3.81,sí,6.0,False,2023-04-15
2587,Producto Llegar Mercadona 500ml,Mercadona,54.0,13.91,0.58,0,,True,2023-08-13
2588,Producto Habrá Carrefour 12ud,Carrefour,72.0,3.11,0.98,no,,True,2022-07-21
2589,Producto Tales Carrefour pack 3,Carrefour,59.0,20.69,1.72,True,9.0,False,2020-07-07
2590,Producto Cámara Hacendado pack 3,Hacendado,84.0,11.7,2.55,FALSE,,True,2024-03-08
2591,Producto Cine Genérico 250g,Genérico,9.0,14.04,2.95,FALSE,,True,2023-04-30
2592,Producto Fue Eroski 1kg,Eroski,31.0,18.39,1.97,True,12.0,True,2021-06-23
2593,Producto Alguien Genérico 12ud,Genérico,50.0,10.75,3.48,0,,True,2021-10-27
2594,Producto Viene Dia 500ml,Dia,59.0,11.58,2.09,True,14.0,True,2021-07-29
2595,Producto Mismo Dia 6ud,Dia,74.0,17.93,3.18,FALSE,,True,2022-02-24
2596,Producto Norte Eroski 500ml,Eroski,88.0,17.31,0.71,0,,True,2021-06-14
2597,Producto Por Genérico 6ud,Genérico,31.0,17.89,2.83,0,,True,2023-08-12
2598,Producto Salud Eroski 500ml,Eroski,62.0,21.99,0.11,0,,True,2023-07-01
2599,Producto Carácter Carrefour 250g,Carrefour,57.0,16.91,3.76,1,5.0,True,2020-06-12
2600,Producto Sector Carrefour 250g,Carrefour,41.0,17.41,3.78,true,3.0,True,2024-02-01
2601,Producto Acción Hacendado 1L,Hacendado,66.0,18.68,1.23,0,,True,2022-09-14
2602,Producto Humana Eroski 250g,Eroski,45.0,23.19,4.79,false,,True,2023-07-11
2603,Producto Aquellos Genérico 250g,Genérico,49.0,0.81,3.12,1,10.0,True,2023-01-03
2604,Producto Luego Mercadona 1L,Mercadona,56.0,19.51,1.51,false,,True,2021-11-07
2605,Producto Mujer Carrefour 1kg,Carrefour,18.0,18.5,0.25,TRUE,7.0,True,2023-02-13
2606,Producto Presente Carrefour 500ml,Carrefour,25.0,0.63,4.69,no,,False,2024-02-08
2607,Producto Tratamiento Genérico 250g,Genérico,50.0,19.44,4.22,0,,True,2021-02-23
2608,Producto Blanco Genérico 6ud,Genérico,82.0,2.28,2.65,no,,True,2023-06-09
2609,Producto Semanas Hacendado 1kg,Hacendado,75.0,10.68,0.51,0,,True,2022-04-16
2610,Producto Producto Eroski 6ud,Eroski,36.0,8.6,4.75,TRUE,12.0,True,2022-01-21
2611,Producto Nuestros Mercadona 250g,Mercadona,80.0,3.3,1.24,0,,True,2021-11-07
2612,Producto U Carrefour 250g,Carrefour,88.0,17.21,4.58,FALSE,,True,2023-02-09
2613,Producto Importantes Dia 500ml,Dia,58.0,1.1,3.86,false,,True,2021-02-20
2614,Producto Mercado Auchan pack 3,Auchan,74.0,1.56,1.0,no,,True,2023-08-16
2615,Producto Incluso Carrefour 250g,Carrefour,21.0,15.85,3.17,true,6.0,True,2023-07-14
2616,Producto Curso Mercadona 500g,Mercadona,63.0,5.53,4.4,False,,True,2020-05-14
2617,Producto María Eroski 500g,Eroski,,18.79,2.32,true,8.0,False,2023-10-01
2618,Producto Llegó Hacendado 1kg,Hacendado,18.0,19.95,2.9,FALSE,,True,2021-01-13
2619,Producto Carrera Auchan 12ud,Auchan,42.0,11.54,1.62,no,,True,2021-12-22
2620,Producto Experiencia Genérico 250g,Genérico,24.0,16.2,3.79,no,,True,2022-08-06
2621,Producto Políticas Dia 500g,Dia,18.0,7.59,3.05,no,,True,2021-08-11
2622,Producto Internacional Auchan 12ud,Auchan,65.0,20.63,0.82,True,6.0,True,2020-02-14
2623,Producto Sociales Mercadona 500ml,Mercadona,59.0,24.01,3.4,TRUE,14.0,True,2023-08-14
2624,Producto Luz Genérico 1kg,Genérico,10.0,3.51,3.0,true,11.0,True,2020-10-09
2625,Producto Calidad Dia 1L,Dia,19.0,18.82,1.75,no,,True,2020-11-25
2626,Producto C Carrefour 1kg,Carrefour,74.0,5.0,1.3,false,,True,2023-05-24
2627,Producto Nombre Mercadona 250g,Mercadona,81.0,21.35,4.97,false,,True,2021-06-12
2628,Producto Unidos Hacendado 500ml,Hacendado,79.0,16.95,1.03,TRUE,12.0,True,2023-09-29
2629,Producto Mesa Dia 1kg,Dia,51.0,16.94,1.46,1,4.0,True,2022-12-25
2630,Producto Rodríguez Auchan pack 3,Auchan,49.0,8.53,3.48,False,,True,2021-03-05
2631,Producto Habría Dia 6ud,Dia,81.0,23.98,1.6,TRUE,6.0,True,2020-01-16
2632,Producto Popular Dia 6ud,Dia,64.0,3.78,4.4,no,,True,2024-01-12
2633,Producto Juan Mercadona 500ml,Mercadona,54.0,12.42,3.25,true,4.0,True,2020-05-12
2634,Producto Final Genérico 1L,Genérico,26.0,6.94,0.43,0,,True,2023-01-23
2635,Producto Dado Mercadona 250g,Mercadona,11.0,20.4,3.86,no,,True,2022-01-28
2636,Producto Apoyo Genérico 500ml,Genérico,13.0,13.8,2.39,no,,True,2023-03-23
2637,Producto Gente Auchan 1L,Auchan,55.0,22.33,4.29,False,,True,2022-12-08
2638,Producto Necesario Genérico 500g,Genérico,73.0,10.21,3.33,no,,True,2022-09-30
2639,Producto Metros Eroski 1kg,Eroski,87.0,19.04,0.84,TRUE,12.0,True,2022-02-01
2640,Producto Etc Eroski pack 3,Eroski,27.0,23.5,3.82,true,6.0,True,2023-05-16
2641,Producto Para Carrefour 250g,Carrefour,56.0,16.87,3.97,False,,True,2020-05-24
2642,Producto Manos Hacendado 250g,Hacendado,67.0,24.51,3.53,false,,True,2020-12-10
2643,Producto Especial Mercadona 500ml,Mercadona,44.0,14.67,1.91,0,,True,2022-12-10
2644,Producto Cuerpo Eroski 500g,Eroski,84.0,13.15,4.54,False,,True,2021-04-20
2645,Producto Análisis Mercadona 6ud,Mercadona,54.0,12.42,3.04,False,,True,2022-06-22
2646,Producto Calle Auchan 1kg,Auchan,26.0,6.12,1.44,FALSE,,True,2022-01-05
2647,Producto Sol Dia 500g,Dia,29.0,16.69,1.68,false,,True,2022-04-04
2648,Producto M Auchan 1L,Auchan,70.0,14.96,2.08,False,,True,2021-10-22
2649,Producto Doctor Genérico 1kg,Genérico,25.0,3.79,4.46,0,,True,2022-05-04
2650,Producto Español Dia 1kg,Dia,30.0,13.15,4.85,False,,True,2021-06-30
2651,Producto Cuarto Hacendado 1L,Hacendado,45.0,11.5,4.34,no,,True,2021-12-05
2652,Producto Alguna Genérico 1kg,Genérico,61.0,19.96,0.95,no,,True,2021-04-21
2653,Producto Problemas Carrefour 6ud,Carrefour,42.0,23.09,0.39,false,,True,2020-12-24
2654,Producto Ayer Hacendado 250g,Hacendado,25.0,5.45,2.55,false,,True,2023-01-25
2655,Producto Cuatro Genérico 500g,Genérico,28.0,4.84,3.02,0,,True,2021-05-05
2656,Producto Ellos Genérico 500g,Genérico,77.0,2.77,4.51,False,,True,2023-02-28
2657,Producto Pasa Mercadona 12ud,Mercadona,9.0,13.28,0.27,false,,True,2024-01-17
2658,Producto Práctica Mercadona pack 3,Mercadona,38.0,19.83,2.97,FALSE,,True,2022-12-08
2659,Producto Manera Hacendado 12ud,Hacendado,82.0,3.77,1.2,false,,True,2020-10-24
2660,Producto Países Genérico 12ud,Genérico,45.0,6.81,3.73,True,3.0,True,2023-02-21
2661,Producto Necesidad Genérico 250g,Genérico,24.0,9.68,4.03,TRUE,9.0,True,2021-03-05
2662,Producto Médico Auchan 500ml,Auchan,28.0,6.89,2.85,False,,True,2022-07-04
2663,Producto Cultural Mercadona 1L,Mercadona,59.0,10.61,2.44,0,,True,2022-03-25
2664,Producto P Auchan 500ml,Auchan,80.0,24.71,3.88,False,,True,2021-03-15
2665,Producto Antes Mercadona 500g,Mercadona,26.0,18.81,3.51,FALSE,,True,2023-07-17
2666,Producto Dentro Genérico 12ud,Genérico,36.0,19.75,3.09,0,,True,2021-04-05
2667,Producto Lado Carrefour 12ud,Carrefour,15.0,24.12,0.5,true,5.0,True,2021-07-14
2668,Producto Tras Auchan 500g,Auchan,85.0,2.06,0.45,True,3.0,True,2021-04-14
2669,Producto No Genérico 500ml,Genérico,60.0,17.92,4.73,False,,True,2023-01-04
2670,Producto Queda Auchan 250g,Auchan,72.0,5.43,4.03,no,,True,2020-07-15
2671,Producto Don Mercadona 1L,Mercadona,13.0,15.56,1.83,False,,True,2020-03-11
2672,Producto Términos Hacendado 500ml,Hacendado,29.0,19.59,2.01,no,,True,2020-03-25
2673,Producto Sol Hacendado 500g,Hacendado,75.0,23.01,3.64,FALSE,,True,2021-03-29
2674,Producto Ocho Dia 6ud,Dia,,24.09,3.05,1,6.0,True,2024-01-06
2675,Producto Quien Genérico 250g,Genérico,60.0,6.89,0.58,no,,True,2022-09-17
2676,Producto Recuerdo Dia 500g,Dia,46.0,20.16,4.39,FALSE,,True,2023-03-15
2677,Producto Jefe Dia pack 3,Dia,82.0,24.16,3.86,False,,True,2020-06-08
2678,Producto Vio Eroski pack 3,Eroski,67.0,22.45,2.44,FALSE,,True,2020-01-20
2679,Producto Energía Eroski 1L,Eroski,57.0,17.07,1.61,1,8.0,True,2021-03-17
2680,Producto Cerca Eroski 500ml,Eroski,10.0,6.57,3.38,true,8.0,True,2022-01-13
2681,Producto Julio Auchan 6ud,Auchan,31.0,9.15,1.38,0,,True,2021-06-13
2682,Producto Social Auchan 1L,Auchan,33.0,6.24,1.36,1,6.0,True,2024-02-08
2683,Producto Qué Mercadona 6ud,Mercadona,40.0,4.31,4.6,1,13.0,True,2021-01-27
2684,Producto Buscar Genérico 250g,Genérico,72.0,19.21,0.26,FALSE,,True,2023-08-31
2685,Producto Aire Dia pack 3,Dia,88.0,22.49,2.89,False,,True,2020-06-26
2686,Producto Pese Mercadona 500ml,Mercadona,32.0,10.24,0.68,0,,True,2020-04-11
2687,Producto Papel Auchan 250g,Auchan,63.0,12.8,3.45,FALSE,,True,2022-02-02
2688,Producto Vida Eroski pack 3,Eroski,24.0,8.22,3.39,sí,9.0,True,2022-06-15
2689,Producto Siquiera Dia 500ml,Dia,50.0,5.08,1.38,true,12.0,True,2022-12-02
2690,Producto Han Auchan 12ud,Auchan,32.0,5.65,1.89,0,,True,2020-08-23
2691,Producto Cómo Auchan 1kg,Auchan,44.0,14.49,3.45,false,,True,2023-06-14
2692,Producto Administración Mercadona 1L,Mercadona,43.0,14.1,1.02,0,,True,2024-01-14
2693,Producto Cosa Auchan 250g,Auchan,28.0,4.82,4.98,False,,True,2020-05-12
2694,Producto Madre Genérico 6ud,Genérico,75.0,19.73,2.83,False,,True,2020-07-03
2695,Producto Miguel Hacendado 1kg,Hacendado,59.0,1.96,2.41,false,,True,2023-04-02
2696,Producto Actual Eroski 6ud,Eroski,66.0,6.85,2.81,false,,True,2022-07-30
2697,Producto Mesa Hacendado 12ud,Hacendado,53.0,3.46,4.82,false,,True,2023-05-13
2698,Producto Económico Eroski 1kg,Eroski,82.0,24.48,1.66,True,11.0,True,2020-12-16
2699,Producto Produce Hacendado 12ud,Hacendado,66.0,15.52,4.79,0,,True,2022-03-22
2700,Producto Ex Auchan 12ud,Auchan,52.0,21.29,0.85,true,6.0,True,2021-11-30
2701,Producto Reforma Eroski 500ml,Eroski,46.0,15.32,4.44,False,,True,2021-11-18
2702,Producto Familia Eroski pack 3,Eroski,55.0,10.63,0.16,sí,14.0,True,2023-08-29
2703,Producto Productos Eroski 500g,Eroski,41.0,5.65,0.52,FALSE,,True,2024-03-17
2704,Producto Mediante Genérico 250g,Genérico,69.0,1.14,3.84,False,,True,2021-04-19
2705,Producto B Genérico 1kg,Genérico,42.0,2.56,1.98,FALSE,,True,2022-08-22
2706,Producto Nos Auchan 1kg,Auchan,45.0,3.71,0.19,0,,True,2022-08-05
2707,Producto Líder Mercadona pack 3,Mercadona,50.0,11.94,4.68,FALSE,,True,2023-02-23
2708,Producto Año Eroski 1kg,Eroski,26.0,14.97,3.76,no,,True,2024-01-12
2709,Producto Mayo Genérico 500ml,Genérico,64.0,22.76,1.17,FALSE,,True,2020-11-18
2710,Producto República Dia 12ud,Dia,48.0,6.86,0.05,FALSE,,True,2020-11-23
2711,Producto Meses Dia 500ml,Dia,26.0,11.99,4.61,sí,10.0,True,2022-10-22
2712,Producto Hace Mercadona 500ml,Mercadona,64.0,15.12,2.76,FALSE,,True,2020-08-31
2713,Producto Padre Auchan 12ud,Auchan,80.0,6.61,3.25,false,,True,2020-09-27
2714,Producto Fuerte Dia 500g,Dia,37.0,10.83,3.83,true,12.0,True,2020-04-26
2715,Producto Va Dia 500ml,Dia,43.0,10.61,0.95,0,,True,2020-01-05
2716,Producto Capital Genérico pack 3,Genérico,67.0,7.16,0.98,False,,False,2021-11-30
2717,Producto Santa Genérico 250g,Genérico,15.0,5.05,1.38,true,14.0,True,2022-07-11
2718,Producto Resultados Carrefour 500g,Carrefour,10.0,4.18,1.74,no,,True,2021-03-28
2719,Producto Ya Dia pack 3,Dia,72.0,17.56,0.45,1,5.0,True,2020-12-25
2720,Producto Equipo Hacendado pack 3,Hacendado,59.0,4.94,1.29,False,,True,2023-01-03
2721,Producto Junto Hacendado 1L,Hacendado,10.0,9.92,1.27,False,,True,2022-12-28
2722,Producto Razones Auchan 500g,Auchan,34.0,13.26,2.39,no,,True,2021-12-06
2723,Producto Ahora Dia 1kg,Dia,48.0,15.9,4.69,true,11.0,True,2022-12-03
2724,Producto Estar Eroski 500ml,Eroski,70.0,5.36,4.33,0,,True,2023-12-06
2725,Producto Meses Carrefour 12ud,Carrefour,23.0,8.44,1.42,1,4.0,True,2023-05-08
2726,Producto Local Hacendado 250g,Hacendado,40.0,14.73,3.46,false,,True,2022-08-28
2727,Producto Españoles Carrefour 1kg,Carrefour,20.0,12.74,1.73,false,,True,2022-10-24
2728,Producto Suerte Hacendado 250g,Hacendado,89.0,9.2,2.7,True,4.0,True,2023-12-21
2729,Producto Ello Dia 6ud,Dia,38.0,20.23,1.01,false,,True,2021-10-22
2730,Producto Unos Eroski 1kg,Eroski,54.0,6.63,3.55,1,11.0,True,2022-04-25
2731,Producto Realidad Carrefour 1kg,Carrefour,71.0,13.81,2.37,False,,True,2022-10-03
2732,Producto Cómo Mercadona 1kg,Mercadona,85.0,2.18,1.51,true,7.0,True,2023-11-12
2733,Producto Esos Hacendado 12ud,Hacendado,67.0,18.46,3.12,false,,True,2023-07-08
2734,Producto Decir Carrefour 6ud,Carrefour,88.0,18.15,2.72,False,,True,2020-04-20
2735,Producto Nos Eroski pack 3,Eroski,76.0,19.25,1.45,1,9.0,True,2020-09-14
2736,Producto Habla Hacendado 500g,Hacendado,23.0,1.56,0.93,no,,False,2021-04-22
2737,Producto Actividades Auchan 1L,Auchan,22.0,2.91,4.19,FALSE,,True,2023-03-09
2738,Producto Solución Genérico 500ml,Genérico,76.0,1.69,3.6,1,3.0,True,2022-06-03
2739,Producto Solamente Eroski pack 3,Eroski,35.0,23.24,2.37,False,,True,2021-03-24
2740,Producto Personal Genérico 12ud,Genérico,55.0,20.63,0.34,0,,True,2020-07-12
2741,Producto Sigue Hacendado 500g,Hacendado,76.0,20.93,1.12,sí,11.0,True,2022-12-05
2742,Producto Cosa Genérico 12ud,Genérico,38.0,5.13,1.28,false,,True,2022-12-22
2743,Producto Barcelona Genérico 12ud,Genérico,31.0,18.77,2.9,no,,True,2024-01-04
2744,Producto Dar Hacendado 1kg,Hacendado,63.0,19.91,2.55,False,,True,2022-02-16
2745,Producto Allá Genérico pack 3,Genérico,77.0,23.36,2.77,False,,True,2022-02-06
2746,Producto Consejo Auchan 12ud,Auchan,56.0,20.73,1.24,FALSE,,True,2020-05-04
2747,Producto Decía Mercadona 500ml,Mercadona,57.0,9.31,4.8,false,,False,2020-03-02
2748,Producto Ii Dia 250g,Dia,13.0,13.17,1.54,no,,True,2021-11-02
2749,Producto Negro Carrefour 6ud,Carrefour,37.0,1.02,3.46,false,,True,2021-05-15
2750,Producto Objeto Genérico 1kg,Genérico,79.0,2.8,0.82,False,,True,2021-01-23
2751,Producto Le Carrefour 1L,Carrefour,83.0,6.77,2.87,FALSE,,True,2020-05-21
2752,Producto Tu Eroski 500g,Eroski,36.0,18.22,0.91,FALSE,,True,2024-02-03
2753,Producto Amigo Mercadona 500g,Mercadona,82.0,15.07,3.67,False,,True,2023-07-22
2754,Producto Contenido Mercadona 250g,Mercadona,19.0,23.08,4.4,FALSE,,True,2022-06-12
2755,Producto Clase Mercadona 1L,Mercadona,24.0,18.81,4.65,0,,True,2024-01-16
2756,Producto Como Auchan 250g,Auchan,89.0,7.96,2.72,True,5.0,True,2023-04-03
2757,Producto Francia Carrefour 250g,Carrefour,37.0,16.99,4.86,false,,True,2023-06-30
2758,Producto Muchas Genérico 500g,Genérico,82.0,5.93,2.0,1,5.0,True,2022-06-14
2759,Producto También Genérico 250g,Genérico,69.0,13.92,2.02,1,9.0,True,2023-03-31
2760,Producto Características Mercadona 1kg,Mercadona,25.0,12.27,2.01,True,12.0,True,2020-09-29
2761,Producto Resultados Eroski 1L,Eroski,87.0,6.43,2.18,TRUE,13.0,True,2022-03-17
2762,Producto Existencia Hacendado 12ud,Hacendado,20.0,10.87,1.64,no,,True,2021-11-17
2763,Producto Visita Mercadona 500ml,Mercadona,12.0,4.64,4.12,false,,True,2021-03-08
2764,Producto Fin Carrefour pack 3,Carrefour,88.0,1.59,1.04,False,,True,2024-03-28
2765,Producto Cantidad Hacendado 250g,Hacendado,19.0,6.44,0.78,False,,True,2021-11-08
2766,Producto Viejo Hacendado 6ud,Hacendado,45.0,17.49,2.28,True,3.0,True,2023-06-18
2767,Producto Estamos Carrefour 1L,Carrefour,77.0,13.88,2.77,FALSE,,True,2024-02-14
2768,Producto Sí Eroski 250g,Eroski,27.0,9.72,2.66,0,,True,2021-12-31
2769,Producto Persona Dia 1L,Dia,16.0,19.83,0.31,false,,True,2021-09-26
2770,Producto Aquella Hacendado 12ud,Hacendado,10.0,16.67,4.57,0,,True,2021-05-13
2771,Producto Puedo Hacendado 500ml,Hacendado,22.0,21.74,1.19,false,,True,2020-06-11
2772,Producto Hacerlo Dia pack 3,Dia,21.0,21.73,0.97,False,,True,2020-09-06
2773,Producto Orden Genérico 250g,Genérico,67.0,1.46,1.56,no,,True,2021-10-01
2774,Producto Espera Hacendado 6ud,Hacendado,29.0,17.26,1.55,no,,True,2022-02-08
2775,Producto Equipo Dia 250g,Dia,73.0,15.82,4.46,FALSE,,True,2022-10-26
2776,Producto Generales Genérico 500ml,Genérico,12.0,6.02,1.99,no,,True,2021-09-14
2777,Producto Período Genérico 1L,Genérico,57.0,10.71,2.16,False,,True,2023-03-27
2778,Producto Manuel Dia pack 3,Dia,86.0,13.77,0.74,True,11.0,True,2020-02-27
2779,Producto Uso Mercadona 1kg,Mercadona,34.0,8.06,2.64,no,,True,2020-05-16
2780,Producto Real Eroski 1kg,Eroski,27.0,8.27,4.75,FALSE,,True,2021-01-27
2781,Producto Mayoría Mercadona 1kg,Mercadona,49.0,18.3,4.41,false,,True,2020-06-29
2782,Producto Afirmó Dia pack 3,Dia,61.0,18.76,3.2,false,,True,2023-04-15
2783,Producto Idea Mercadona 1L,Mercadona,28.0,3.11,3.82,true,12.0,True,2023-09-05
2784,Producto Tenemos Genérico 1L,Genérico,86.0,15.1,0.18,1,4.0,True,2023-07-05
2785,Producto La Carrefour pack 3,Carrefour,70.0,17.93,4.27,no,,True,2022-10-18
2786,Producto Socialista Carrefour 1L,Carrefour,26.0,6.03,4.85,no,,True,2022-04-22
2787,Producto Soy Carrefour 1L,Carrefour,61.0,19.06,4.64,true,10.0,True,2021-10-03
2788,Producto Yo Eroski 6ud,Eroski,71.0,21.73,2.17,no,,True,2020-10-18
2789,Producto Tenido Eroski 12ud,Eroski,86.0,18.13,4.7,False,,True,2021-07-16
2790,Producto Silencio Genérico 250g,Genérico,77.0,13.25,4.14,FALSE,,False,2023-03-21
2791,Producto Diez Genérico 12ud,Genérico,40.0,24.59,1.97,TRUE,13.0,True,2022-08-29
2792,Producto Grupos Dia pack 3,Dia,33.0,10.24,4.15,false,,True,2023-03-26
2793,Producto Qué Dia 250g,Dia,63.0,17.39,2.34,False,,True,2020-11-12
2794,Producto Nosotros Eroski 500g,Eroski,20.0,4.89,4.48,false,,True,2022-05-03
2795,Producto Hombre Auchan 6ud,Auchan,59.0,11.54,2.97,True,14.0,True,2023-12-12
2796,Producto Tierra Hacendado 500ml,Hacendado,67.0,8.43,3.57,false,,True,2021-11-11
2797,Producto Rodríguez Hacendado 500g,Hacendado,24.0,17.79,0.47,0,,True,2022-12-20
2798,Producto Serie Genérico 1kg,Genérico,74.0,9.77,3.85,false,,True,2020-07-07
2799,Producto Si Mercadona 1kg,Mercadona,81.0,4.46,3.86,sí,3.0,True,2024-02-20
2800,Producto Autor Eroski pack 3,Eroski,48.0,7.57,4.5,true,6.0,False,2022-08-03
2801,Producto Mirada Hacendado pack 3,Hacendado,41.0,12.68,4.05,0,,True,2021-01-06
2802,Producto Principales Carrefour 1L,Carrefour,72.0,14.92,2.08,no,,True,2020-09-03
2803,Producto Tuvo Hacendado 1L,Hacendado,85.0,22.1,3.16,true,6.0,False,2022-05-05
2804,Producto No Hacendado 6ud,Hacendado,27.0,1.39,3.35,False,,True,2022-05-07
2805,Producto Base Dia 500g,Dia,47.0,1.69,0.93,false,,True,2020-05-24
2806,Producto Realidad Eroski 1kg,Eroski,87.0,24.16,1.83,no,,False,2024-03-21
2807,Producto Pregunta Dia 6ud,Dia,47.0,22.48,3.8,no,,True,2023-11-19
2808,Producto Ante Dia pack 3,Dia,17.0,3.79,1.41,false,,True,2021-12-17
2809,Producto Blanca Carrefour 1L,Carrefour,76.0,15.49,3.66,true,13.0,True,2020-07-01
2810,Producto Norte Auchan 500ml,Auchan,20.0,10.95,1.34,0,,True,2023-07-16
2811,Producto Pasado Dia 1kg,Dia,88.0,15.54,3.66,no,,True,2022-02-13
2812,Producto Instituto Genérico 1L,Genérico,32.0,17.85,0.06,0,,False,2023-01-18
2813,Producto Dicho Mercadona 500g,Mercadona,89.0,18.56,3.1,TRUE,9.0,True,2022-03-01
2814,Producto Participación Dia 1L,Dia,51.0,0.77,1.44,sí,4.0,True,2021-02-28
2815,Producto Ir Genérico 6ud,Genérico,73.0,19.28,1.7,1,9.0,True,2023-07-20
2816,Producto Comunidad Hacendado 1kg,Hacendado,87.0,5.24,4.62,0,,True,2024-03-02
2817,Producto Atención Mercadona 250g,Mercadona,69.0,16.31,3.15,False,,True,2021-01-13
2818,Producto Difícil Dia pack 3,Dia,77.0,19.7,3.73,0,,True,2022-05-06
2819,Producto Todas Genérico 6ud,Genérico,47.0,14.09,2.91,sí,8.0,True,2021-08-18
2820,Producto Juan Hacendado 1kg,Hacendado,54.0,7.36,4.92,TRUE,13.0,True,2023-12-03
2821,Producto Cuyo Genérico 12ud,Genérico,30.0,5.08,3.92,TRUE,7.0,True,2022-02-28
2822,Producto Ideas Eroski 250g,Eroski,49.0,7.14,4.39,1,8.0,True,2023-09-27
2823,Producto Madrid Carrefour 500ml,Carrefour,47.0,4.78,0.24,0,,True,2023-09-04
2824,Producto Ese Auchan 250g,Auchan,20.0,20.07,0.81,False,,True,2021-03-05
2825,Producto Volver Eroski 500ml,Eroski,70.0,19.49,4.37,1,11.0,True,2023-05-12
2826,Producto Militares Carrefour 250g,Carrefour,25.0,11.74,2.64,no,,False,2021-10-06
2827,Producto Empresa Eroski 500g,Eroski,14.0,8.66,0.56,FALSE,,True,2023-12-22
2828,Producto Cuestión Hacendado 500ml,Hacendado,,16.14,1.04,True,7.0,True,2022-02-27
2829,Producto Nosotros Mercadona pack 3,Mercadona,49.0,16.93,0.83,True,4.0,False,2023-06-28
2830,Producto Que Genérico 500g,Genérico,88.0,5.55,1.63,FALSE,,True,2021-03-15
2831,Producto Mayores Genérico 1L,Genérico,45.0,4.69,4.47,False,,True,2021-04-08
2832,Producto Puso Carrefour 250g,Carrefour,15.0,12.02,0.57,0,,True,2022-06-30
2833,Producto Podemos Auchan 1kg,Auchan,63.0,17.75,3.17,FALSE,,True,2022-10-22
2834,Producto Carácter Genérico 6ud,Genérico,66.0,8.14,3.58,False,,True,2023-09-06
2835,Producto Cómo Hacendado pack 3,Hacendado,77.0,14.4,4.02,TRUE,14.0,True,2021-11-24
2836,Producto Seguir Dia pack 3,Dia,67.0,12.02,0.76,false,,True,2022-01-22
2837,Producto Libro Dia 12ud,Dia,42.0,4.98,1.69,0,,True,2021-05-31
2838,Producto Fuerte Auchan pack 3,Auchan,50.0,1.23,1.79,FALSE,,True,2023-03-31
2839,Producto Vamos Dia 6ud,Dia,30.0,15.3,0.56,True,14.0,True,2021-08-08
2840,Producto Niño Genérico 500g,Genérico,50.0,19.9,2.03,false,,True,2023-12-20
2841,Producto Proyecto Carrefour 1kg,Carrefour,88.0,24.35,1.74,0,,True,2023-09-12
2842,Producto Historia Auchan 12ud,Auchan,84.0,14.39,3.49,0,,True,2024-03-03
2843,Producto Ocho Eroski pack 3,Eroski,18.0,3.29,1.66,no,,True,2021-01-05
2844,Producto Plan Carrefour 500ml,Carrefour,65.0,23.91,0.59,True,12.0,True,2021-08-17
2845,Producto Estar Dia pack 3,Dia,57.0,16.29,1.13,1,5.0,True,2023-08-22
